filename,prompt,negative_prompt
"pairs/fortress_venom.png","Toxic Bulwark, wide landscape scene depicting serpents and dripping toxin interacting with tower walls and shield bosses, composition spans the full horizontal frame, foreground action with atmospheric background, dominant palette venom green balanced against iron blue, mood: sickly luminescence crossed with monolithic stillness, evokes: Your wardens have learned to weep poison. The walls themselves now rebuke any who dare approach., fantasy card illustration in the style of Magic the Gathering art, full-bleed landscape composition, edge-to-edge artwork, cinematic horizontal framing, painterly ink and wash, muted earth-tones with one dominant accent color, atmospheric lighting, arcane and martial mood, no painted frame, no inner border, no decorative trim, no text, no letters, no numbers, no UI, no card frame","painted frame, decorative border, double border, ornate trim, ornamental frame, filigree border, tarot card border, card frame, vignette frame, inner border, text, letters, numbers, words, signature, watermark, caption, label, logo, title bar, portrait orientation, vertical composition, centered medallion, symmetrical heraldic layout, photo, photograph, photorealistic, 3d render, cgi, anime, manga, chibi, modern clothing, cars, technology, ui, hud, low quality, blurry, oversaturated"
"pairs/charge_venom.png","Stampeding Death, wide landscape scene depicting serpents and dripping toxin interacting with tusked beasts and trampling cavalry, composition spans the full horizontal frame, foreground action with atmospheric background, dominant palette venom green balanced against amber dust, mood: sickly luminescence crossed with forward motion, dust trails, evokes: Your war beasts trample the enemy under hooves slick with venom. Even those who survive the charge find themselves dying long after the battle., fantasy card illustration in the style of Magic the Gathering art, full-bleed landscape composition, edge-to-edge artwork, cinematic horizontal framing, painterly ink and wash, muted earth-tones with one dominant accent color, atmospheric lighting, arcane and martial mood, no painted frame, no inner border, no decorative trim, no text, no letters, no numbers, no UI, no card frame","painted frame, decorative border, double border, ornate trim, ornamental frame, filigree border, tarot card border, card frame, vignette frame, inner border, text, letters, numbers, words, signature, watermark, caption, label, logo, title bar, portrait orientation, vertical composition, centered medallion, symmetrical heraldic layout, photo, photograph, photorealistic, 3d render, cgi, anime, manga, chibi, modern clothing, cars, technology, ui, hud, low quality, blurry, oversaturated"
"pairs/hitrun_venom.png","Poisoned Skirmish, wide landscape scene depicting serpents and dripping toxin interacting with darting arrows and feathered wind-marks, composition spans the full horizontal frame, foreground action with atmospheric background, dominant palette venom green balanced against silver-grey, mood: sickly luminescence crossed with flickering speed, evokes: Your skirmishers strike and vanish, leaving nothing but sickness behind. The ground itself becomes your weapon., fantasy card illustration in the style of Magic the Gathering art, full-bleed landscape composition, edge-to-edge artwork, cinematic horizontal framing, painterly ink and wash, muted earth-tones with one dominant accent color, atmospheric lighting, arcane and martial mood, no painted frame, no inner border, no decorative trim, no text, no letters, no numbers, no UI, no card frame","painted frame, decorative border, double border, ornate trim, ornamental frame, filigree border, tarot card border, card frame, vignette frame, inner border, text, letters, numbers, words, signature, watermark, caption, label, logo, title bar, portrait orientation, vertical composition, centered medallion, symmetrical heraldic layout, photo, photograph, photorealistic, 3d render, cgi, anime, manga, chibi, modern clothing, cars, technology, ui, hud, low quality, blurry, oversaturated"
"pairs/tidal_warfare_venom.png","Venomous Tide, wide landscape scene depicting serpents and dripping toxin interacting with cresting waves and prow-ships, composition spans the full horizontal frame, foreground action with atmospheric background, dominant palette venom green balanced against deep cyan, mood: sickly luminescence crossed with crashing surf, salt spray, evokes: Your ships blacken the water for leagues. No coastline is safe from your fleet's creeping blight., fantasy card illustration in the style of Magic the Gathering art, full-bleed landscape composition, edge-to-edge artwork, cinematic horizontal framing, painterly ink and wash, muted earth-tones with one dominant accent color, atmospheric lighting, arcane and martial mood, no painted frame, no inner border, no decorative trim, no text, no letters, no numbers, no UI, no card frame","painted frame, decorative border, double border, ornate trim, ornamental frame, filigree border, tarot card border, card frame, vignette frame, inner border, text, letters, numbers, words, signature, watermark, caption, label, logo, title bar, portrait orientation, vertical composition, centered medallion, symmetrical heraldic layout, photo, photograph, photorealistic, 3d render, cgi, anime, manga, chibi, modern clothing, cars, technology, ui, hud, low quality, blurry, oversaturated"
"pairs/nature_healing_venom.png","Regenerative Venom, wide landscape scene depicting serpents and dripping toxin interacting with leafing branches and resting deer, composition spans the full horizontal frame, foreground action with atmospheric background, dominant palette venom green balanced against leaf green, mood: sickly luminescence crossed with soft luminance, restorative, evokes: Your venom is a curse upon the very earth. Enemy healers who attempt to mend your victims find their own hands turned against them., fantasy card illustration in the style of Magic the Gathering art, full-bleed landscape composition, edge-to-edge artwork, cinematic horizontal framing, painterly ink and wash, muted earth-tones with one dominant accent color, atmospheric lighting, arcane and martial mood, no painted frame, no inner border, no decorative trim, no text, no letters, no numbers, no UI, no card frame","painted frame, decorative border, double border, ornate trim, ornamental frame, filigree border, tarot card border, card frame, vignette frame, inner border, text, letters, numbers, words, signature, watermark, caption, label, logo, title bar, portrait orientation, vertical composition, centered medallion, symmetrical heraldic layout, photo, photograph, photorealistic, 3d render, cgi, anime, manga, chibi, modern clothing, cars, technology, ui, hud, low quality, blurry, oversaturated"
"pairs/river_stealth_venom.png","Death from the Shadows, wide landscape scene depicting serpents and dripping toxin interacting with reeds, mist on still water, half-submerged eyes, composition spans the full horizontal frame, foreground action with atmospheric background, dominant palette venom green balanced against violet shadow, mood: sickly luminescence crossed with hidden, glassy water, evokes: Your assassins strike from nothingness with venom-tipped blades. The first the enemy knows of your presence is the burning in their veins., fantasy card illustration in the style of Magic the Gathering art, full-bleed landscape composition, edge-to-edge artwork, cinematic horizontal framing, painterly ink and wash, muted earth-tones with one dominant accent color, atmospheric lighting, arcane and martial mood, no painted frame, no inner border, no decorative trim, no text, no letters, no numbers, no UI, no card frame","painted frame, decorative border, double border, ornate trim, ornamental frame, filigree border, tarot card border, card frame, vignette frame, inner border, text, letters, numbers, words, signature, watermark, caption, label, logo, title bar, portrait orientation, vertical composition, centered medallion, symmetrical heraldic layout, photo, photograph, photorealistic, 3d render, cgi, anime, manga, chibi, modern clothing, cars, technology, ui, hud, low quality, blurry, oversaturated"
"pairs/camel_adaptation_venom.png","Desert Viper, wide landscape scene depicting serpents and dripping toxin interacting with sun-bleached camels and dune ridges, composition spans the full horizontal frame, foreground action with atmospheric background, dominant palette venom green balanced against ochre gold, mood: sickly luminescence crossed with dry shimmer, baked sand, evokes: Your desert riders carry venom in every grain of sand they kick up. The wastes belong to you — and nothing that enters leaves clean., fantasy card illustration in the style of Magic the Gathering art, full-bleed landscape composition, edge-to-edge artwork, cinematic horizontal framing, painterly ink and wash, muted earth-tones with one dominant accent color, atmospheric lighting, arcane and martial mood, no painted frame, no inner border, no decorative trim, no text, no letters, no numbers, no UI, no card frame","painted frame, decorative border, double border, ornate trim, ornamental frame, filigree border, tarot card border, card frame, vignette frame, inner border, text, letters, numbers, words, signature, watermark, caption, label, logo, title bar, portrait orientation, vertical composition, centered medallion, symmetrical heraldic layout, photo, photograph, photorealistic, 3d render, cgi, anime, manga, chibi, modern clothing, cars, technology, ui, hud, low quality, blurry, oversaturated"
"pairs/slaving_venom.png","Envenomed Captors, wide landscape scene depicting serpents and dripping toxin interacting with iron chains and tally markings, composition spans the full horizontal frame, foreground action with atmospheric background, dominant palette venom green balanced against rust red, mood: sickly luminescence crossed with cruel order, branded marks, evokes: Your captives wither in chains, weakened by venom until they beg for the sword. Your slave armies fight with desperate fury, knowing the poison grants them no mercy., fantasy card illustration in the style of Magic the Gathering art, full-bleed landscape composition, edge-to-edge artwork, cinematic horizontal framing, painterly ink and wash, muted earth-tones with one dominant accent color, atmospheric lighting, arcane and martial mood, no painted frame, no inner border, no decorative trim, no text, no letters, no numbers, no UI, no card frame","painted frame, decorative border, double border, ornate trim, ornamental frame, filigree border, tarot card border, card frame, vignette frame, inner border, text, letters, numbers, words, signature, watermark, caption, label, logo, title bar, portrait orientation, vertical composition, centered medallion, symmetrical heraldic layout, photo, photograph, photorealistic, 3d render, cgi, anime, manga, chibi, modern clothing, cars, technology, ui, hud, low quality, blurry, oversaturated"
"pairs/heavy_hitter_venom.png","Venomous Smash, wide landscape scene depicting serpents and dripping toxin interacting with mauls, anvils, broken stone, composition spans the full horizontal frame, foreground action with atmospheric background, dominant palette venom green balanced against cold slate, mood: sickly luminescence crossed with crushing weight, evokes: Your heaviest warriors use venom like a key — armor crumbles, shields rot, and the strongest enemy defenses dissolve under their crushing blows., fantasy card illustration in the style of Magic the Gathering art, full-bleed landscape composition, edge-to-edge artwork, cinematic horizontal framing, painterly ink and wash, muted earth-tones with one dominant accent color, atmospheric lighting, arcane and martial mood, no painted frame, no inner border, no decorative trim, no text, no letters, no numbers, no UI, no card frame","painted frame, decorative border, double border, ornate trim, ornamental frame, filigree border, tarot card border, card frame, vignette frame, inner border, text, letters, numbers, words, signature, watermark, caption, label, logo, title bar, portrait orientation, vertical composition, centered medallion, symmetrical heraldic layout, photo, photograph, photorealistic, 3d render, cgi, anime, manga, chibi, modern clothing, cars, technology, ui, hud, low quality, blurry, oversaturated"
"pairs/venom_venom.png","Concentrated Venom, wide landscape scene depicting serpents and dripping toxin interacting with serpents and dripping toxin, composition spans the full horizontal frame, foreground action with atmospheric background, dominant palette venom green balanced against venom green, mood: sickly luminescence crossed with sickly luminescence, evokes: Your venom knows no mercy — when one enemy falls, their death spreads the poison to all who stand nearby. The chain of death feeds itself., fantasy card illustration in the style of Magic the Gathering art, full-bleed landscape composition, edge-to-edge artwork, cinematic horizontal framing, painterly ink and wash, muted earth-tones with one dominant accent color, atmospheric lighting, arcane and martial mood, no painted frame, no inner border, no decorative trim, no text, no letters, no numbers, no UI, no card frame","painted frame, decorative border, double border, ornate trim, ornamental frame, filigree border, tarot card border, card frame, vignette frame, inner border, text, letters, numbers, words, signature, watermark, caption, label, logo, title bar, portrait orientation, vertical composition, centered medallion, symmetrical heraldic layout, photo, photograph, photorealistic, 3d render, cgi, anime, manga, chibi, modern clothing, cars, technology, ui, hud, low quality, blurry, oversaturated"
"pairs/charge_fortress.png","Fortress Charge, wide landscape scene depicting tower walls and shield bosses interacting with tusked beasts and trampling cavalry, composition spans the full horizontal frame, foreground action with atmospheric background, dominant palette iron blue balanced against amber dust, mood: monolithic stillness crossed with forward motion, dust trails, evokes: Your shield wall holds firm while your cavalry crashes through the gap. The fortress anchors the line; the charge shatters theirs., fantasy card illustration in the style of Magic the Gathering art, full-bleed landscape composition, edge-to-edge artwork, cinematic horizontal framing, painterly ink and wash, muted earth-tones with one dominant accent color, atmospheric lighting, arcane and martial mood, no painted frame, no inner border, no decorative trim, no text, no letters, no numbers, no UI, no card frame","painted frame, decorative border, double border, ornate trim, ornamental frame, filigree border, tarot card border, card frame, vignette frame, inner border, text, letters, numbers, words, signature, watermark, caption, label, logo, title bar, portrait orientation, vertical composition, centered medallion, symmetrical heraldic layout, photo, photograph, photorealistic, 3d render, cgi, anime, manga, chibi, modern clothing, cars, technology, ui, hud, low quality, blurry, oversaturated"
"pairs/fortress_hitrun.png","Fortress Skirmish, wide landscape scene depicting tower walls and shield bosses interacting with darting arrows and feathered wind-marks, composition spans the full horizontal frame, foreground action with atmospheric background, dominant palette iron blue balanced against silver-grey, mood: monolithic stillness crossed with flickering speed, evokes: Your skirmishers withdraw into earthworks of their own making. Let them pursue — they'll break against your fortified positions., fantasy card illustration in the style of Magic the Gathering art, full-bleed landscape composition, edge-to-edge artwork, cinematic horizontal framing, painterly ink and wash, muted earth-tones with one dominant accent color, atmospheric lighting, arcane and martial mood, no painted frame, no inner border, no decorative trim, no text, no letters, no numbers, no UI, no card frame","painted frame, decorative border, double border, ornate trim, ornamental frame, filigree border, tarot card border, card frame, vignette frame, inner border, text, letters, numbers, words, signature, watermark, caption, label, logo, title bar, portrait orientation, vertical composition, centered medallion, symmetrical heraldic layout, photo, photograph, photorealistic, 3d render, cgi, anime, manga, chibi, modern clothing, cars, technology, ui, hud, low quality, blurry, oversaturated"
"pairs/fortress_tidal_warfare.png","Coastal Fortress, wide landscape scene depicting tower walls and shield bosses interacting with cresting waves and prow-ships, composition spans the full horizontal frame, foreground action with atmospheric background, dominant palette iron blue balanced against deep cyan, mood: monolithic stillness crossed with crashing surf, salt spray, evokes: Your fleet hammers the shore while your legions hold the coast. Fire from the sea, iron on the land — there is no refuge for the enemy., fantasy card illustration in the style of Magic the Gathering art, full-bleed landscape composition, edge-to-edge artwork, cinematic horizontal framing, painterly ink and wash, muted earth-tones with one dominant accent color, atmospheric lighting, arcane and martial mood, no painted frame, no inner border, no decorative trim, no text, no letters, no numbers, no UI, no card frame","painted frame, decorative border, double border, ornate trim, ornamental frame, filigree border, tarot card border, card frame, vignette frame, inner border, text, letters, numbers, words, signature, watermark, caption, label, logo, title bar, portrait orientation, vertical composition, centered medallion, symmetrical heraldic layout, photo, photograph, photorealistic, 3d render, cgi, anime, manga, chibi, modern clothing, cars, technology, ui, hud, low quality, blurry, oversaturated"
"pairs/fortress_nature_healing.png","Citadel, wide landscape scene depicting tower walls and shield bosses interacting with leafing branches and resting deer, composition spans the full horizontal frame, foreground action with atmospheric background, dominant palette iron blue balanced against leaf green, mood: monolithic stillness crossed with soft luminance, restorative, evokes: Your stone-singers raise living citadels wherever they stand. Walls of earth and light, mending wounds and holding the line — a fortress that breathes., fantasy card illustration in the style of Magic the Gathering art, full-bleed landscape composition, edge-to-edge artwork, cinematic horizontal framing, painterly ink and wash, muted earth-tones with one dominant accent color, atmospheric lighting, arcane and martial mood, no painted frame, no inner border, no decorative trim, no text, no letters, no numbers, no UI, no card frame","painted frame, decorative border, double border, ornate trim, ornamental frame, filigree border, tarot card border, card frame, vignette frame, inner border, text, letters, numbers, words, signature, watermark, caption, label, logo, title bar, portrait orientation, vertical composition, centered medallion, symmetrical heraldic layout, photo, photograph, photorealistic, 3d render, cgi, anime, manga, chibi, modern clothing, cars, technology, ui, hud, low quality, blurry, oversaturated"
"pairs/fortress_river_stealth.png","Hidden Fortress, wide landscape scene depicting tower walls and shield bosses interacting with reeds, mist on still water, half-submerged eyes, composition spans the full horizontal frame, foreground action with atmospheric background, dominant palette iron blue balanced against violet shadow, mood: monolithic stillness crossed with hidden, glassy water, evokes: Your fortifications are invisible until the moment of your choosing. The enemy walks past your positions never knowing death waits an arm's length away., fantasy card illustration in the style of Magic the Gathering art, full-bleed landscape composition, edge-to-edge artwork, cinematic horizontal framing, painterly ink and wash, muted earth-tones with one dominant accent color, atmospheric lighting, arcane and martial mood, no painted frame, no inner border, no decorative trim, no text, no letters, no numbers, no UI, no card frame","painted frame, decorative border, double border, ornate trim, ornamental frame, filigree border, tarot card border, card frame, vignette frame, inner border, text, letters, numbers, words, signature, watermark, caption, label, logo, title bar, portrait orientation, vertical composition, centered medallion, symmetrical heraldic layout, photo, photograph, photorealistic, 3d render, cgi, anime, manga, chibi, modern clothing, cars, technology, ui, hud, low quality, blurry, oversaturated"
"pairs/camel_adaptation_fortress.png","Desert Stronghold, wide landscape scene depicting tower walls and shield bosses interacting with sun-bleached camels and dune ridges, composition spans the full horizontal frame, foreground action with atmospheric background, dominant palette iron blue balanced against ochre gold, mood: monolithic stillness crossed with dry shimmer, baked sand, evokes: Your desert riders become roving strongholds, fortifying in the open dunes at will. The sands themselves answer your command to hold., fantasy card illustration in the style of Magic the Gathering art, full-bleed landscape composition, edge-to-edge artwork, cinematic horizontal framing, painterly ink and wash, muted earth-tones with one dominant accent color, atmospheric lighting, arcane and martial mood, no painted frame, no inner border, no decorative trim, no text, no letters, no numbers, no UI, no card frame","painted frame, decorative border, double border, ornate trim, ornamental frame, filigree border, tarot card border, card frame, vignette frame, inner border, text, letters, numbers, words, signature, watermark, caption, label, logo, title bar, portrait orientation, vertical composition, centered medallion, symmetrical heraldic layout, photo, photograph, photorealistic, 3d render, cgi, anime, manga, chibi, modern clothing, cars, technology, ui, hud, low quality, blurry, oversaturated"
"pairs/fortress_slaving.png","Chained Prisoners, wide landscape scene depicting tower walls and shield bosses interacting with iron chains and tally markings, composition spans the full horizontal frame, foreground action with atmospheric background, dominant palette iron blue balanced against rust red, mood: monolithic stillness crossed with cruel order, branded marks, evokes: Your fortress guards draw strength from every prisoner they hold. The more your walls have endured, the harder they strike back., fantasy card illustration in the style of Magic the Gathering art, full-bleed landscape composition, edge-to-edge artwork, cinematic horizontal framing, painterly ink and wash, muted earth-tones with one dominant accent color, atmospheric lighting, arcane and martial mood, no painted frame, no inner border, no decorative trim, no text, no letters, no numbers, no UI, no card frame","painted frame, decorative border, double border, ornate trim, ornamental frame, filigree border, tarot card border, card frame, vignette frame, inner border, text, letters, numbers, words, signature, watermark, caption, label, logo, title bar, portrait orientation, vertical composition, centered medallion, symmetrical heraldic layout, photo, photograph, photorealistic, 3d render, cgi, anime, manga, chibi, modern clothing, cars, technology, ui, hud, low quality, blurry, oversaturated"
"pairs/fortress_heavy_hitter.png","Immovable Object, wide landscape scene depicting tower walls and shield bosses interacting with mauls, anvils, broken stone, composition spans the full horizontal frame, foreground action with atmospheric background, dominant palette iron blue balanced against cold slate, mood: monolithic stillness crossed with crushing weight, evokes: Your heavy fortress troops are mountains given form. Let the enemy break themselves against you — every blow they land returns to them twofold., fantasy card illustration in the style of Magic the Gathering art, full-bleed landscape composition, edge-to-edge artwork, cinematic horizontal framing, painterly ink and wash, muted earth-tones with one dominant accent color, atmospheric lighting, arcane and martial mood, no painted frame, no inner border, no decorative trim, no text, no letters, no numbers, no UI, no card frame","painted frame, decorative border, double border, ornate trim, ornamental frame, filigree border, tarot card border, card frame, vignette frame, inner border, text, letters, numbers, words, signature, watermark, caption, label, logo, title bar, portrait orientation, vertical composition, centered medallion, symmetrical heraldic layout, photo, photograph, photorealistic, 3d render, cgi, anime, manga, chibi, modern clothing, cars, technology, ui, hud, low quality, blurry, oversaturated"
"pairs/fortress_fortress.png","Layered Defense, wide landscape scene depicting tower walls and shield bosses interacting with tower walls and shield bosses, composition spans the full horizontal frame, foreground action with atmospheric background, dominant palette iron blue balanced against iron blue, mood: monolithic stillness crossed with monolithic stillness, evokes: Two of your fortress units standing shoulder to shoulder form an unbreakable wall. Nothing passes through — not men, not arrows, not hope., fantasy card illustration in the style of Magic the Gathering art, full-bleed landscape composition, edge-to-edge artwork, cinematic horizontal framing, painterly ink and wash, muted earth-tones with one dominant accent color, atmospheric lighting, arcane and martial mood, no painted frame, no inner border, no decorative trim, no text, no letters, no numbers, no UI, no card frame","painted frame, decorative border, double border, ornate trim, ornamental frame, filigree border, tarot card border, card frame, vignette frame, inner border, text, letters, numbers, words, signature, watermark, caption, label, logo, title bar, portrait orientation, vertical composition, centered medallion, symmetrical heraldic layout, photo, photograph, photorealistic, 3d render, cgi, anime, manga, chibi, modern clothing, cars, technology, ui, hud, low quality, blurry, oversaturated"
